Time_of_Breach,Breach_Type,Attack_Vector,Vulnerability_Type,Targeted_System,Data_Exfiltrated,Attack_Successful,Attack_Duration_Hours,Damage_Cost_Dollars,Incident_Response_Time_Minutes,User_Notified,Legal_Action_Taken,Cyber_Hacked
22,Data Leak,Physical,Misconfiguration,IoT,True,True,1,160492,159,True,False,True
22,Data Leak,Email,Zero-day,Mobile,False,True,37,27023,66,False,True,False
8,Malware,Email,Misconfiguration,IoT,False,True,26,474017,191,True,False,True
17,SQL Injection,Web,Misconfiguration,Mobile,False,False,4,730187,97,False,False,True
7,SQL Injection,Network,Zero-day,Server,False,False,16,818613,85,False,False,True
1,Data Leak,Physical,Zero-day,Mobile,True,True,25,324461,161,False,False,True
13,Data Leak,Web,Misconfiguration,Desktop,False,False,19,498682,138,True,False,False
23,Data Leak,Network,Zero-day,Desktop,False,False,20,816639,48,False,False,True
19,SQL Injection,Insider,Zero-day,Server,False,False,26,310337,235,False,True,False
19,Malware,Insider,Misconfiguration,IoT,True,True,32,204241,172,True,True,False
17,SQL Injection,Network,Known,Server,True,False,3,662138,120,False,False,False
13,Data Leak,Email,Known,Desktop,True,False,7,530722,43,False,True,True
16,Data Leak,Email,Zero-day,IoT,True,False,32,989476,190,True,True,False
8,Malware,Insider,Misconfiguration,Desktop,False,True,5,893959,150,True,False,False
19,Phishing,Email,Zero-day,Server,False,False,21,188241,82,False,False,True
18,Phishing,Email,Misconfiguration,IoT,True,False,30,69002,106,True,True,True
1,SQL Injection,Network,Zero-day,Server,True,True,20,217501,66,False,False,True
14,Phishing,Network,Zero-day,Desktop,True,False,29,587471,89,False,True,False
19,Phishing,Email,Misconfiguration,IoT,False,False,24,962665,96,True,True,False
15,SQL Injection,Network,Zero-day,Desktop,False,False,1,300744,99,True,True,True
18,Data Leak,Physical,Known,IoT,False,True,43,44977,125,False,False,False
2,Phishing,Insider,Known,Mobile,False,False,25,437012,72,False,False,False
22,Data Leak,Physical,Misconfiguration,Mobile,True,True,27,304776,75,True,False,True
17,SQL Injection,Physical,Zero-day,Desktop,True,False,25,647934,182,False,True,True
18,Data Leak,Email,Known,Server,False,True,21,639689,110,True,True,False
6,Data Leak,Email,Misconfiguration,Mobile,False,False,17,645088,31,True,False,True
19,SQL Injection,Physical,Misconfiguration,Mobile,True,True,28,565841,95,False,True,True
4,Data Leak,Physical,Misconfiguration,IoT,True,True,32,486283,29,False,True,False
1,Phishing,Web,Known,IoT,True,False,44,90053,226,True,True,True
8,Phishing,Web,Known,IoT,False,True,34,606158,117,False,True,True
23,Phishing,Insider,Known,Desktop,True,False,22,267820,153,True,True,True
7,Phishing,Physical,Known,Server,False,True,42,254908,97,True,True,True
3,Data Leak,Network,Zero-day,Server,True,False,19,906423,110,True,True,False
10,Phishing,Web,Known,IoT,False,True,8,153774,230,False,False,False
10,Data Leak,Email,Misconfiguration,Desktop,True,False,2,369264,84,True,False,True
19,Malware,Physical,Zero-day,IoT,True,True,5,143579,96,False,True,False
14,Data Leak,Network,Known,Server,True,True,28,553824,135,True,True,False
2,Phishing,Network,Zero-day,Desktop,True,False,4,442704,190,False,True,True
1,Malware,Network,Misconfiguration,IoT,True,False,36,62418,27,True,False,True
23,SQL Injection,Email,Known,IoT,True,True,1,983103,133,True,False,True
23,Data Leak,Web,Zero-day,Server,False,True,15,846360,168,False,False,True
18,Phishing,Network,Known,Desktop,True,True,13,287745,22,False,True,True
7,Phishing,Web,Zero-day,Server,False,True,31,778439,40,True,False,False
8,Phishing,Insider,Zero-day,Desktop,True,False,17,367058,127,False,True,False
1,SQL Injection,Email,Misconfiguration,Desktop,True,False,6,237826,156,True,True,False
23,Malware,Web,Misconfiguration,IoT,True,True,24,587238,183,False,False,True
3,Malware,Web,Known,Server,True,False,13,859280,148,False,False,True
23,Phishing,Network,Known,Desktop,False,False,21,899386,158,False,False,False
8,Data Leak,Network,Zero-day,Mobile,True,True,24,868271,48,True,True,True
22,Phishing,Email,Misconfiguration,IoT,True,True,22,576460,54,True,True,False
15,Phishing,Web,Misconfiguration,Server,True,True,29,107706,233,True,False,False
5,Data Leak,Physical,Zero-day,Desktop,False,False,24,462930,154,False,False,False
3,Phishing,Network,Misconfiguration,IoT,False,False,44,780094,143,False,False,True
19,SQL Injection,Network,Misconfiguration,Server,True,True,12,255785,43,True,False,False
1,Phishing,Insider,Zero-day,Server,True,True,20,460068,223,False,False,True
15,SQL Injection,Email,Known,IoT,True,True,42,753450,96,True,True,False
8,Phishing,Web,Known,Desktop,True,False,34,999604,191,False,True,False
2,Malware,Web,Known,IoT,False,True,15,242887,158,False,True,True
3,Data Leak,Web,Zero-day,Mobile,False,False,4,959360,113,False,True,True
14,Malware,Network,Known,IoT,False,False,14,822866,151,False,False,True
14,Phishing,Email,Zero-day,Server,False,False,1,706597,201,True,False,True
11,Phishing,Web,Zero-day,Mobile,False,True,33,899060,122,True,False,True
16,SQL Injection,Physical,Misconfiguration,Mobile,False,False,47,614853,53,False,False,True
4,Phishing,Insider,Misconfiguration,Desktop,True,False,43,843834,180,True,False,False
20,Phishing,Insider,Known,IoT,True,False,29,955135,20,True,False,True
5,Phishing,Web,Zero-day,Desktop,True,True,10,123229,104,True,True,True
22,Malware,Network,Known,IoT,False,True,36,831444,95,True,False,True
21,SQL Injection,Insider,Known,Server,True,False,14,939848,102,False,False,False
14,Malware,Insider,Misconfiguration,Desktop,False,False,22,103330,88,False,False,False
23,SQL Injection,Insider,Known,Server,True,False,33,599604,238,False,True,False
16,Malware,Insider,Known,Server,False,False,28,367686,73,True,False,False
18,Phishing,Web,Misconfiguration,Mobile,True,False,7,697997,17,True,False,False
7,Malware,Email,Known,Desktop,True,True,36,84769,161,True,True,False
10,Malware,Email,Known,IoT,False,False,36,374405,169,False,True,False
7,SQL Injection,Network,Zero-day,Desktop,True,True,41,458234,39,True,True,False
1,SQL Injection,Physical,Known,Server,False,True,34,769991,227,False,False,True
23,Malware,Email,Misconfiguration,Mobile,True,False,37,51461,208,True,False,False
21,SQL Injection,Physical,Misconfiguration,Desktop,True,False,6,281118,98,True,True,False
19,SQL Injection,Email,Zero-day,Mobile,True,False,35,798869,165,False,False,True
16,SQL Injection,Email,Misconfiguration,Mobile,True,True,27,816269,138,False,False,False
19,Data Leak,Network,Misconfiguration,Server,True,False,30,893257,77,False,False,True
4,SQL Injection,Insider,Misconfiguration,Desktop,False,True,32,426935,200,True,True,False
18,Data Leak,Network,Known,Desktop,False,False,19,327525,239,True,True,False
2,Data Leak,Email,Zero-day,Desktop,False,False,22,851362,64,True,False,False
1,SQL Injection,Insider,Zero-day,Mobile,True,True,21,650764,150,True,True,False
15,Malware,Insider,Zero-day,IoT,False,False,5,998174,134,False,True,False
5,SQL Injection,Insider,Zero-day,Desktop,False,True,21,649563,193,True,False,True
20,Phishing,Physical,Misconfiguration,Server,True,False,41,856941,115,True,True,False
11,Malware,Email,Known,Mobile,True,True,20,236969,56,True,False,False
10,Data Leak,Web,Misconfiguration,IoT,True,True,38,706348,236,True,False,True
2,Data Leak,Network,Misconfiguration,Desktop,False,False,31,534545,77,True,True,False
3,Malware,Physical,Misconfiguration,IoT,False,False,37,481510,173,True,False,True
23,Malware,Network,Misconfiguration,Mobile,True,False,6,221114,119,False,True,True
23,SQL Injection,Web,Zero-day,IoT,False,True,31,283688,73,False,True,True
12,Data Leak,Insider,Zero-day,Mobile,False,False,47,954317,224,True,False,True
20,Phishing,Web,Known,IoT,False,False,43,398647,109,False,True,True
5,SQL Injection,Network,Misconfiguration,IoT,False,False,24,897989,104,False,False,False
5,Malware,Web,Zero-day,Mobile,True,True,18,128581,102,False,False,True
6,Data Leak,Email,Known,IoT,True,True,29,571377,65,False,False,False
9,Malware,Web,Misconfiguration,Server,True,True,12,166799,199,True,True,True
2,Malware,Email,Misconfiguration,Desktop,False,False,12,969371,147,False,False,False
21,Malware,Web,Zero-day,IoT,True,True,29,538367,217,False,False,True
12,SQL Injection,Email,Misconfiguration,IoT,True,True,7,745378,66,True,True,True
3,Phishing,Email,Misconfiguration,IoT,False,False,16,484348,230,True,False,True
20,Phishing,Web,Zero-day,Desktop,True,False,12,132058,207,False,False,True
22,Data Leak,Physical,Known,Mobile,False,False,21,486555,154,False,False,False
12,Malware,Insider,Known,Desktop,True,False,4,331086,116,False,True,True
17,Phishing,Insider,Zero-day,IoT,False,True,42,499766,165,True,True,False
10,Malware,Insider,Zero-day,Mobile,True,True,17,296044,134,False,True,True
14,Data Leak,Email,Known,IoT,True,True,28,337547,66,True,False,False
23,Malware,Insider,Known,Mobile,True,True,31,73690,122,False,False,True
17,Phishing,Email,Zero-day,IoT,False,False,47,636881,231,False,True,False
18,Malware,Physical,Zero-day,IoT,False,True,8,296701,205,True,False,True
19,Phishing,Web,Zero-day,Mobile,True,False,46,268655,90,True,True,True
17,Data Leak,Web,Misconfiguration,Server,False,False,26,296902,145,False,False,False
14,Malware,Email,Zero-day,Desktop,False,True,40,507419,166,False,True,False
9,Phishing,Email,Misconfiguration,Mobile,False,False,46,217448,232,True,False,False
8,Data Leak,Physical,Known,Desktop,True,False,31,261179,93,True,False,False
2,Malware,Insider,Known,Server,True,False,19,801030,109,False,False,True
13,Data Leak,Physical,Zero-day,Server,True,False,7,87167,184,False,False,True
7,Phishing,Web,Zero-day,Mobile,False,False,5,450789,163,True,True,True
9,Malware,Web,Known,Server,True,True,13,949524,227,False,False,False
22,Malware,Insider,Known,Server,True,False,18,277870,133,True,True,False
22,Malware,Web,Known,IoT,True,True,18,40041,99,False,False,True
11,Data Leak,Email,Known,IoT,True,False,20,313894,133,True,False,False
14,Data Leak,Web,Zero-day,Server,True,False,23,185146,167,False,True,False
4,Phishing,Network,Misconfiguration,IoT,True,True,36,73232,26,False,False,False
13,SQL Injection,Insider,Known,Server,False,True,40,412632,62,True,True,True
2,Malware,Insider,Known,IoT,True,False,33,323648,115,False,False,False
23,Malware,Insider,Misconfiguration,Server,True,True,7,369406,224,False,True,True
5,Phishing,Network,Zero-day,Server,True,True,40,305817,88,True,False,True
11,Malware,Physical,Misconfiguration,Desktop,False,True,5,779569,212,True,False,True
6,Data Leak,Email,Zero-day,Server,True,False,32,37310,199,True,True,True
18,Data Leak,Insider,Zero-day,Desktop,False,True,9,723592,43,False,False,False
21,Malware,Web,Zero-day,Mobile,False,True,30,44050,171,False,False,False
10,Malware,Email,Zero-day,Server,False,True,32,174522,235,False,True,True
4,Data Leak,Web,Zero-day,Server,True,False,39,167966,188,False,False,True
9,Malware,Email,Known,Desktop,False,True,4,354330,23,True,False,True
6,Data Leak,Email,Zero-day,Server,True,True,25,823625,46,False,False,False
2,SQL Injection,Web,Known,IoT,True,False,22,599692,155,True,False,True
17,SQL Injection,Web,Zero-day,Desktop,False,True,8,481830,124,True,False,False
5,Malware,Email,Known,Desktop,False,False,2,418602,195,True,False,False
6,Malware,Insider,Misconfiguration,IoT,True,False,37,557972,89,True,False,True
12,Malware,Web,Misconfiguration,Server,True,False,35,329952,112,True,False,False
23,Data Leak,Network,Known,Mobile,False,True,37,510254,68,True,False,True
21,SQL Injection,Network,Zero-day,Mobile,True,True,22,59474,138,False,False,True
10,SQL Injection,Email,Known,Mobile,True,False,1,353432,130,False,True,True
22,Phishing,Physical,Known,Desktop,False,True,39,406632,171,True,True,False
21,Phishing,Email,Zero-day,Desktop,True,True,42,361373,193,False,False,True
6,Malware,Email,Misconfiguration,IoT,True,False,33,762598,218,True,True,True
8,Data Leak,Insider,Known,Server,True,True,4,332683,191,False,False,True
2,Malware,Insider,Misconfiguration,IoT,True,True,9,889000,109,True,True,False
12,SQL Injection,Physical,Misconfiguration,Desktop,False,True,8,622992,183,True,False,True
13,Malware,Physical,Misconfiguration,Mobile,True,True,22,26693,228,False,True,False
21,Malware,Physical,Known,Server,False,False,42,27033,232,False,False,True
7,SQL Injection,Physical,Known,Mobile,False,True,21,382023,26,True,True,True
10,SQL Injection,Physical,Zero-day,Server,True,False,41,919192,49,False,True,True
13,SQL Injection,Email,Zero-day,Mobile,True,False,28,317370,127,True,False,False
17,SQL Injection,Email,Known,Server,True,False,37,641558,18,False,False,True
21,Phishing,Network,Zero-day,Mobile,True,True,2,541286,59,True,True,False
14,Data Leak,Network,Misconfiguration,IoT,False,False,46,649969,63,False,True,True
2,Data Leak,Web,Misconfiguration,Desktop,True,True,17,633107,216,True,True,True
22,SQL Injection,Email,Known,IoT,False,False,31,912087,141,False,True,False
11,Data Leak,Physical,Misconfiguration,Mobile,True,True,45,5907,160,False,False,False
1,Data Leak,Web,Known,Server,True,False,13,643784,60,True,False,False
19,Data Leak,Insider,Known,IoT,False,False,45,165204,126,False,True,True
21,Data Leak,Email,Known,Mobile,False,False,18,476651,225,False,False,True
4,SQL Injection,Network,Misconfiguration,Desktop,False,False,24,902695,200,True,False,True
19,Malware,Email,Known,Server,False,False,31,852347,29,False,True,False
21,Malware,Email,Known,IoT,False,False,33,890653,72,False,True,True
11,Malware,Email,Zero-day,Desktop,True,False,31,131283,165,True,True,True
8,Phishing,Email,Misconfiguration,Mobile,False,False,27,439130,165,True,False,True
11,Data Leak,Insider,Known,Server,False,False,36,990948,99,False,True,False
4,SQL Injection,Network,Zero-day,Mobile,True,True,21,697270,168,False,True,True
17,SQL Injection,Email,Known,Server,True,True,5,841360,176,True,True,True
7,Phishing,Insider,Misconfiguration,Desktop,False,True,11,449501,139,False,True,True
8,SQL Injection,Web,Zero-day,Desktop,True,False,34,26117,55,False,True,False
3,Malware,Email,Zero-day,Desktop,True,True,34,107213,219,True,True,True
22,Phishing,Insider,Known,IoT,True,False,3,845712,71,True,True,True
2,SQL Injection,Physical,Known,IoT,True,True,6,644025,39,True,False,False
23,Phishing,Web,Misconfiguration,IoT,True,True,20,834530,196,True,True,False
15,Phishing,Network,Misconfiguration,Mobile,True,False,4,887109,58,True,True,True
22,SQL Injection,Email,Known,IoT,False,True,37,773180,239,True,True,True
22,Malware,Email,Zero-day,Server,False,False,39,880089,234,True,False,True
5,SQL Injection,Insider,Misconfiguration,Desktop,True,True,7,908628,155,False,False,False
1,Data Leak,Network,Misconfiguration,Mobile,False,True,17,597294,68,True,True,True
4,Data Leak,Physical,Zero-day,Mobile,False,True,38,806355,41,True,False,False
15,SQL Injection,Web,Known,IoT,True,False,36,970412,22,False,False,True
20,Malware,Network,Misconfiguration,Server,True,True,34,186503,185,True,True,False
19,Data Leak,Email,Zero-day,Desktop,True,False,6,614583,134,True,True,True
3,Data Leak,Insider,Misconfiguration,Mobile,True,True,39,506383,212,True,False,True
20,SQL Injection,Physical,Zero-day,Desktop,False,True,2,318629,91,True,True,False
11,SQL Injection,Insider,Misconfiguration,Server,True,False,18,27329,98,False,True,True
17,SQL Injection,Web,Known,Desktop,False,False,42,207758,197,True,True,False
13,Phishing,Network,Zero-day,IoT,True,True,27,137314,206,False,True,True
11,Phishing,Insider,Misconfiguration,Desktop,False,True,39,698051,19,False,False,False
2,Phishing,Insider,Misconfiguration,Mobile,True,False,41,604936,73,True,True,True
9,SQL Injection,Email,Zero-day,IoT,True,False,19,542505,169,True,False,True
2,Malware,Insider,Zero-day,IoT,True,True,32,470096,33,False,True,False
21,Data Leak,Physical,Known,IoT,True,False,24,284214,79,True,False,False
9,Phishing,Network,Zero-day,IoT,False,True,34,800942,82,True,False,True
9,Malware,Web,Misconfiguration,Mobile,True,False,25,190651,80,False,True,True
8,SQL Injection,Insider,Known,Server,False,False,24,409076,168,True,False,True
17,Phishing,Physical,Zero-day,Server,False,True,25,538439,47,False,False,True
1,SQL Injection,Web,Misconfiguration,IoT,True,True,12,673028,180,False,False,False
11,Malware,Physical,Zero-day,Server,True,True,30,434475,149,True,True,False
8,Phishing,Insider,Misconfiguration,Mobile,False,True,6,135610,235,False,False,True
10,Phishing,Insider,Misconfiguration,Server,True,False,30,529521,19,False,True,False
